City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Kyshtovka,41,RU,1574706312,96,56.56,76.62,-0.51,4.76
Zehdenick,75,DE,1574706313,86,52.98,13.33,42.01,5.82
Constitucion,90,MX,1574706314,27,23.99,-104.67,66.99,2.24
Port Elizabeth,1,US,1574706315,46,39.31,-74.98,55.4,5.82
Ancud,75,CL,1574706316,81,-41.87,-73.83,53.6,12.75
Buala,100,SB,1574706318,83,-8.15,159.59,77.72,3.22
Quthing,7,LS,1574706319,15,-30.4,27.7,67.55,12.03
Kutum,0,SD,1574706320,14,14.2,24.66,70.63,7.45
Sur,0,OM,1574706321,64,22.57,59.53,72.52,12.5
Vila Franca do Campo,75,PT,1574706322,77,37.72,-25.43,66.2,17.22
Nyurba,61,RU,1574706323,95,63.29,118.35,-24.72,5.64
Saint George,40,GR,1574706324,93,39.45,22.34,53.6,3.36
Bathsheba,40,BB,1574706325,79,13.22,-59.52,84.2,18.34
Kungurtug,29,RU,1574706327,90,50.6,97.53,-7.49,1.52
Kamina,93,CD,1574706328,91,-8.74,25.0,67.12,0.74
Dillon,90,US,1574706029,58,45.22,-112.64,30.99,6.93
Kloulklubed,75,PW,1574706060,88,7.04,134.26,78.8,8.1
Murgab,0,TM,1574706331,74,37.5,61.97,28.4,4.7
Tortoli,20,IT,1574706332,82,39.93,9.66,60.8,20.8
Dwarka,40,IN,1574706334,60,28.58,77.04,75.99,3.74
Kjollefjord,40,NO,1574706335,74,70.95,27.35,33.8,5.82
Macheng,89,CN,1574706336,73,31.18,115.03,41.14,3.38
Muscat,26,OM,1574706220,57,23.6,58.55,75.2,4.7
Abu Kamal,100,SY,1574706338,28,34.45,40.92,59.23,7.23
Henties Bay,4,NA,1574706339,86,-22.12,14.28,62.01,5.01
Merrill,75,US,1574706341,64,42.03,-121.6,36.0,12.75
Thayetmyo,6,MM,1574706342,80,19.32,95.18,68.41,2.93
Portarlington,75,IE,1574706343,100,53.16,-7.19,51.8,3.36
Ubaitaba,75,BR,1574706344,83,-14.31,-39.32,78.8,9.17
West Monroe,40,US,1574706345,48,32.52,-92.15,69.01,11.41
Zachepylivka,30,UA,1574706346,77,49.2,35.24,28.36,9.26
Plettenberg Bay,50,ZA,1574706347,79,-34.05,23.37,63.99,7.36
Talcahuano,75,CL,1574706348,54,-36.72,-73.12,59.0,13.87
Tilichiki,100,RU,1574706349,91,60.47,166.1,13.73,7.23
Krasnoborsk,74,RU,1574706351,87,61.56,45.93,15.42,5.73
Tateyama,100,JP,1574706352,89,36.66,137.31,46.99,3.0
Carnarvon,0,ZA,1574706353,8,-30.97,22.13,73.02,13.24
Pangody,100,RU,1574706354,94,65.85,74.49,8.49,17.02
Mount Vernon,1,US,1574706355,43,38.73,-77.1,57.99,3.36
Nikolayevsk-na-amure,8,RU,1574706356,76,53.14,140.72,-6.03,9.13
Nantucket,1,US,1574706357,50,41.28,-70.1,51.8,5.82
Bredasdorp,1,ZA,1574706358,63,-34.53,20.04,66.2,21.92
Bourail,17,NC,1574706360,89,-21.57,165.5,64.26,3.09
Port Lincoln,54,AU,1574706361,66,-34.72,135.86,51.84,14.27
Torbay,90,CA,1574706362,93,47.66,-52.73,39.99,19.46
Kiunga,100,PG,1574706363,94,-6.12,141.3,71.15,1.43
Matay,0,EG,1574706364,23,28.42,30.79,70.93,6.85
Tefe,40,BR,1574706365,62,-3.35,-64.71,89.6,5.82
Fort Nelson,75,CA,1574706366,67,58.81,-122.69,21.2,2.24
Gbarnga,82,LR,1574706367,90,7.0,-9.47,77.02,0.51
Richards Bay,0,ZA,1574706368,78,-28.77,32.06,72.57,4.88
Killybegs,90,IE,1574706370,87,54.63,-8.45,51.8,8.05
Margate,75,AU,1574706371,93,-43.03,147.26,53.01,10.29
Hasaki,75,JP,1574706372,87,35.73,140.83,48.2,17.22
Tricase,40,IT,1574706373,93,39.93,18.36,55.99,5.82
Isangel,98,VU,1574706374,73,-19.55,169.27,74.52,19.01
Tigil,93,RU,1574706375,92,57.8,158.67,17.06,13.71
Nelson Bay,84,AU,1574706376,93,-32.72,152.14,66.0,4.7
Shrigonda,0,IN,1574706377,59,18.61,74.7,70.52,5.68
Bima,4,ID,1574706379,95,-8.45,118.73,71.31,1.28
Kruisfontein,83,ZA,1574706380,86,-34.0,24.73,60.6,15.61
Melfi,90,IT,1574706381,81,41.0,15.66,55.4,14.99
Bereznik,100,RU,1574706382,87,62.86,42.71,22.66,5.17
Houma,42,CN,1574706383,24,35.63,111.36,29.25,5.23
Itaqui,0,BR,1574706384,49,-29.13,-56.55,91.62,12.15
Coolum Beach,22,AU,1574706385,90,-26.53,153.09,71.01,2.44
Lazaro Cardenas,90,MX,1574706386,44,28.39,-105.62,66.0,0.4
Maumere,37,ID,1574706388,69,-8.63,122.22,77.31,5.32
Saint-Augustin,75,CA,1574706389,79,45.63,-73.98,44.01,8.05
Bakchar,15,RU,1574706390,98,57.02,82.07,-2.61,3.67
Chifeng,100,CN,1574706391,23,42.27,118.96,16.86,7.31
Xichang,33,CN,1574706392,95,27.88,102.25,37.2,3.83
Rundu,81,NA,1574706394,35,-17.91,19.77,84.6,3.96
Homer,1,US,1574706395,63,59.64,-151.54,32.0,3.36
Waipawa,0,NZ,1574706396,94,-39.94,176.59,51.01,1.99
Sri Aman,100,MY,1574706397,100,1.24,111.46,77.0,1.43
Rio Grande,20,BR,1574706224,51,-32.03,-52.1,80.6,20.8
Virginia Beach,1,US,1574706137,44,36.85,-75.98,60.01,8.05
Ler,100,NO,1574706400,88,63.2,10.3,39.2,2.24
San Borja,0,BO,1574706401,37,-14.86,-66.75,95.67,6.73
Mochudi,20,BW,1574706403,17,-24.38,26.15,82.4,1.12
Fare,92,PF,1574706404,76,-16.7,-151.02,81.64,7.09
Kristiansund,100,NO,1574706405,86,63.12,7.73,39.2,3.36
Aykhal,71,RU,1574706406,75,65.95,111.51,-16.6,2.24
Singaraja,0,ID,1574706407,70,-8.11,115.08,81.39,8.86
Fastovetskaya,0,RU,1574706408,75,45.92,40.15,41.22,15.99
Ilo,98,PE,1574706410,73,-17.65,-71.34,73.4,14.99
Lovington,5,US,1574706111,16,32.94,-103.35,66.0,10.29
Noumea,100,NC,1574706412,82,-22.28,166.46,77.0,3.36
Marienburg,90,DE,1574706413,100,52.12,9.98,42.01,4.7
Borger,90,NL,1574706414,100,52.92,6.79,44.01,8.05
Westport,40,US,1574706402,61,41.14,-73.36,52.0,16.11
Kamyshin,0,RU,1574706416,53,50.08,45.4,17.56,5.84
Timbuktu,0,ML,1574706417,11,16.77,-3.01,84.79,10.16
Ostrovnoy,100,RU,1574706418,97,68.05,39.51,27.68,12.57
Evensk,100,RU,1574706419,97,61.92,159.24,-2.54,14.27
Bilibino,100,RU,1574706421,84,68.06,166.44,-7.53,4.29
Paita,40,PE,1574706422,100,-5.09,-81.11,62.6,16.11
Kieta,94,PG,1574706423,76,-6.22,155.63,79.38,11.77
Mehamn,40,NO,1574706424,74,71.03,27.85,33.8,5.82
Balurghat,24,IN,1574706425,73,25.22,88.78,69.06,3.38
Pisco,0,PE,1574706426,30,-13.71,-76.2,71.6,6.93
Ishigaki,96,JP,1574706427,85,24.34,124.16,71.6,25.99
Timmins,90,CA,1574706429,86,48.48,-81.33,28.4,2.24
Norman Wells,90,CA,1574706430,92,65.28,-126.83,14.0,14.99
Nampula,90,MZ,1574706431,100,-15.12,39.26,71.6,9.17
Wewak,98,PG,1574706432,88,-3.55,143.63,76.69,4.09
Rosa Zarate,76,EC,1574706433,72,0.33,-79.47,83.07,3.22
Port Hardy,20,CA,1574706434,86,50.7,-127.42,39.2,9.17
Dir,9,CM,1574706436,35,6.33,13.54,76.78,3.06
Lithakia,75,GR,1574706437,93,37.72,20.83,60.8,15.52
Oistins,40,BB,1574706438,79,13.07,-59.53,84.2,18.34
Tairua,29,NZ,1574706439,84,-37.02,175.85,64.99,8.01
Taltal,0,CL,1574706440,60,-25.41,-70.49,66.27,11.88
Kavaratti,100,IN,1574706441,73,10.57,72.64,83.41,7.29
Bridlington,97,GB,1574706262,100,54.08,-0.19,51.01,6.93
Santiago del Estero,69,AR,1574706444,49,-27.8,-64.26,87.06,13.06
Sao Joao da Barra,75,BR,1574706358,53,-21.64,-41.05,77.0,9.17
Camacari,75,BR,1574706446,88,-12.7,-38.32,77.0,3.36
Luanda,40,AO,1574706447,69,-8.83,13.24,80.6,8.05
Mamlyutka,91,KZ,1574706448,97,54.94,68.54,4.87,3.22
Meulaboh,100,ID,1574706449,76,4.14,96.13,80.89,6.82
Longyearbyen,75,NO,1574706451,78,78.22,15.63,14.0,6.93
Tomatlan,99,MX,1574706452,63,19.93,-105.25,84.36,2.93
Amapa,40,HN,1574706453,52,15.09,-87.97,87.8,8.05
Snizhne,0,UA,1574706454,72,48.02,38.76,28.33,14.61
Camacha,20,PT,1574706455,68,33.08,-16.33,68.0,3.36
Jaranwala,0,PK,1574706457,34,31.33,73.42,63.95,4.54
Saint-Joseph,51,FR,1574706458,93,43.56,6.97,61.0,3.36
Sapouy,0,BF,1574706459,19,11.55,-1.77,87.48,5.26
Slave Lake,1,CA,1574706460,62,55.28,-114.77,32.0,13.87
Aboisso,63,CI,1574706461,87,5.47,-3.21,78.1,4.72
Santa Cruz de Yojoa,40,HN,1574706463,52,14.98,-87.89,87.8,8.05
Gizo,13,IL,1574706464,30,31.8,34.94,68.0,3.36
Senno,11,RU,1574706465,79,57.76,27.95,23.0,4.47
Mae Chan,17,TH,1574706466,93,20.15,99.85,66.2,2.24
Salalah,40,OM,1574706467,74,17.01,54.1,80.6,12.75
Brekstad,75,NO,1574706468,86,63.69,9.67,39.99,10.29
Moa,26,CU,1574706469,55,20.66,-74.95,80.46,2.57
Bahir Dar,90,ET,1574706471,83,11.59,37.39,62.69,4.74
Shache,86,CN,1574706472,48,38.42,77.24,26.91,1.5
Chicama,90,PE,1574706473,73,-7.84,-79.15,71.6,12.75
Zyryanka,100,RU,1574706474,95,65.73,150.89,-19.53,21.45
Bend,75,US,1574706475,64,44.06,-121.32,39.99,8.05
Unity,49,CA,1574706476,90,52.44,-109.15,30.99,7.0
Road Town,40,VG,1574706477,66,18.42,-64.62,87.8,6.93
Juneau,75,US,1574706478,92,58.3,-134.42,36.0,4.7
Serov,0,RU,1574706480,91,59.61,60.57,7.92,4.65
Sioux Lookout,90,CA,1574706258,92,50.1,-91.92,26.6,16.11
Hovd,100,NO,1574706482,87,63.83,10.7,39.99,2.24
Kailua,75,US,1574706483,69,21.39,-157.74,80.6,9.17
Namwala,38,ZM,1574706484,51,-15.75,26.45,77.22,5.66
Maracacume,45,BR,1574706485,54,-2.04,-45.96,90.99,4.05
Uttarkashi,0,IN,1574706486,57,30.73,78.44,46.27,4.09
Kintampo,9,GH,1574706488,38,8.05,-1.73,87.6,1.79
Burgeo,100,CA,1574706489,98,47.61,-57.61,44.11,24.45
Tatvan,0,TR,1574706490,41,38.5,42.28,39.96,7.0
Ketchikan,75,US,1574706491,100,55.34,-131.65,35.6,5.82
Bonavista,100,CA,1574706492,85,48.65,-53.11,37.0,10.0
Totness,20,US,1574706493,48,33.74,-80.8,63.0,3.36
Jian,68,IN,1574706494,57,25.65,87.89,69.46,2.3
Vrchlabi,90,CZ,1574706496,81,50.63,15.61,46.4,4.7
Darhan,100,MN,1574706497,97,49.49,105.92,0.61,2.08
Karratha,0,AU,1574706498,77,-20.74,116.85,80.96,11.95
Clarksdale,0,US,1574706499,67,34.2,-90.57,64.4,13.87
Lompoc,1,US,1574706216,87,34.64,-120.46,68.0,10.29
Barabinsk,77,RU,1574706501,97,55.35,78.35,-0.83,4.38
Jilib,100,SO,1574706502,96,0.49,42.79,74.05,2.21
Cockburn Town,40,TC,1574706504,61,21.46,-71.14,82.4,8.05
Cayenne,100,GF,1574706505,70,4.94,-52.33,86.0,12.75
Yumen,91,CN,1574706506,38,40.29,97.04,17.91,0.69
Roald,40,NO,1574706507,93,62.58,6.12,41.0,4.7
Smalininkai,0,LT,1574706508,71,55.07,22.58,28.13,6.38
Baruun-Urt,94,MN,1574706509,69,46.68,113.28,4.57,6.55
Guerrero Negro,100,MX,1574706510,57,27.97,-114.04,69.04,11.65
Sambava,83,MG,1574706511,90,-14.27,50.17,73.35,2.01
Zverinogolovskoye,64,RU,1574706512,96,54.46,64.85,2.62,2.8
Dhamtari,0,IN,1574706513,77,20.71,81.55,69.8,3.36
Polis,20,CY,1574706515,52,35.04,32.42,68.0,13.87
Tiarei,20,PF,1574706516,74,-17.53,-149.33,84.2,12.75
Damietta,0,EG,1574706286,60,31.42,31.81,71.6,8.05
Dagana,0,MR,1574706518,15,16.52,-15.51,91.45,3.09
Ranong,40,TH,1574706519,88,9.96,98.62,78.8,3.36
Skjervoy,75,NO,1574706520,72,70.03,20.97,37.4,3.36
Berani,0,PK,1574706521,60,25.78,68.81,69.8,6.93
Ponta Delgada,75,PT,1574706523,77,37.73,-25.67,66.2,17.22
Coquimbo,0,CL,1574706524,49,-29.95,-71.34,77.0,16.11
Bahia Honda,64,CU,1574706525,68,22.9,-83.16,78.62,6.31
Jiazi,75,CN,1574706526,88,19.61,110.49,75.2,11.18
Chihuahua,90,MX,1574706527,44,28.66,-106.08,66.0,10.02
Santa Rosa,83,AR,1574706528,57,-36.62,-64.29,74.05,8.66
Key West,90,US,1574706529,100,47.93,-96.78,35.6,20.8
Akonolinga,92,CM,1574706530,67,3.77,12.24,75.24,0.78
Goderich,88,CA,1574706531,89,43.74,-81.71,44.01,8.01
Vila do Maio,20,CV,1574706532,65,15.13,-23.22,80.6,17.22
Alihe,95,CN,1574706534,87,50.57,123.73,-0.92,3.42
Izumo,75,JP,1574706535,62,35.37,132.75,51.8,17.22
Oussouye,0,SN,1574706536,70,12.49,-16.54,89.6,4.7
Aklavik,90,CA,1574706537,92,68.22,-135.01,6.8,3.36
Shihezi,42,CN,1574706538,71,44.3,86.03,16.75,0.96
Ferme-Neuve,86,CA,1574706539,75,46.7,-75.45,37.49,7.36
Korhogo,57,CI,1574706540,39,9.46,-5.63,87.73,1.05
Saint-Lo,86,FR,1574706542,100,49.12,-1.09,51.8,8.05
Shanghai,93,CN,1574706328,81,31.23,121.49,51.01,8.95
Fort Madison,1,US,1574706544,54,40.63,-91.32,55.99,4.7
Yulara,100,AU,1574706545,77,-25.24,130.99,69.8,6.93
Salinas,1,US,1574706298,62,36.67,-121.66,59.0,5.82
San Jeronimo,75,PE,1574706547,100,-13.65,-73.37,37.4,13.87
Morondava,58,MG,1574706548,75,-20.3,44.28,79.86,3.6
Auki,90,NG,1574706549,19,12.18,6.51,82.89,5.95
Skotina,40,GR,1574706550,93,40.01,22.55,55.0,3.36
Nizhniy Kuranakh,100,RU,1574706551,93,58.84,125.49,-9.98,7.54
Chabahar,0,IR,1574706553,59,25.29,60.65,66.2,8.3
Iqaluit,75,CA,1574706554,80,63.75,-68.52,30.2,10.29
Iranshahr,0,IR,1574706555,47,27.21,60.69,55.4,4.7
Sovetskiy,100,RU,1574706556,62,56.76,48.47,20.19,9.06
San Felipe,15,CL,1574706557,97,-32.75,-70.73,70.0,5.01
Chililabombwe,83,ZM,1574706559,84,-12.37,27.84,68.52,2.1
ChengDe,51,CN,1574706560,28,40.97,117.93,17.4,1.79
Havre,90,US,1574706561,74,48.55,-109.68,37.4,11.41
Chyhyryn,14,UA,1574706562,79,49.08,32.67,25.52,5.32
Svetlaya,0,RU,1574706563,58,46.54,138.33,17.51,7.61
Ballina,75,IE,1574706564,100,54.11,-9.15,50.0,2.24
Winnipeg,90,CA,1574706382,94,49.88,-97.17,33.01,13.87
Yar-Sale,67,RU,1574706566,89,66.83,70.83,11.77,14.85
Chipinge,0,ZW,1574706567,81,-20.19,32.62,71.24,7.02
Lumangbayan,42,PH,1574706568,95,13.42,121.03,77.0,5.01
Boa Vista,75,BR,1574706570,55,2.82,-60.67,89.6,6.93
Inta,100,RU,1574706571,93,66.04,60.13,12.47,22.55
Cherskiy,98,RU,1574706572,95,68.75,161.3,-11.38,5.35
Cabinda,20,AO,1574706573,83,-5.56,12.19,80.6,9.17
Garden City,1,US,1574706574,59,43.62,-116.24,43.0,16.11
Seybaplaya,40,MX,1574706575,66,19.65,-90.67,84.2,9.17
Wilmington,1,US,1574706568,50,39.75,-75.55,55.4,5.82
Alice Springs,100,AU,1574706577,23,-23.7,133.88,82.4,8.05
Flinders,25,AU,1574706578,100,-34.58,150.85,66.0,2.95
Terney,0,RU,1574706580,79,45.05,136.61,6.53,7.2
Jieshi,42,CN,1574706581,77,22.82,115.83,62.67,7.49
Bonthe,94,SL,1574706582,78,7.53,-12.5,82.31,4.29
Itoman,75,JP,1574706583,68,26.12,127.67,71.6,14.99
Thinadhoo,100,MV,1574706584,82,0.53,72.93,83.41,15.21
Aksu,100,KZ,1574706586,84,52.04,76.93,6.8,4.47
Mogadishu,100,SO,1574706466,86,2.04,45.34,77.14,12.01
San Andres,91,PH,1574706588,84,13.32,122.68,77.79,15.41
Patiya,0,BD,1574706589,92,22.3,91.98,65.35,2.08
Alyangula,75,AU,1574706590,88,-13.85,136.42,80.6,5.82
Nyuksenitsa,99,RU,1574706591,84,60.41,44.24,18.68,5.5
Tautira,20,PF,1574706593,74,-17.73,-149.15,84.2,12.75
Narsaq,20,GL,1574706594,45,60.91,-46.05,26.6,4.7
Mana,27,NG,1574706595,15,13.03,5.27,86.99,7.34
Bang Racham,40,TH,1574706596,47,14.89,100.32,79.0,6.87
Lexington,1,US,1574706551,62,38.05,-84.5,57.2,12.75
Neiafu,40,TO,1574706598,94,-18.65,-173.98,68.0,12.66
Chiredzi,0,ZW,1574706599,47,-21.05,31.67,84.43,7.31
Vagur,100,FO,1574706600,93,61.47,-6.81,46.81,21.12
Maceio,20,BR,1574706602,62,-9.67,-35.74,86.0,18.34
Shenjiamen,100,CN,1574706606,77,29.96,122.3,56.12,19.15
Mandera,100,ET,1574706608,69,3.94,41.86,79.09,11.99
Mahanoro,86,MG,1574706609,84,-19.9,48.8,78.49,9.22
Mount Darwin,62,ZW,1574706611,71,-16.77,31.58,75.18,1.43
Bundaberg,0,AU,1574706440,77,-24.87,152.35,73.0,2.24
Loa Janan,0,ID,1574706613,98,-0.58,117.09,74.14,1.81
Abu Dhabi,9,AE,1574706614,64,24.47,54.37,73.4,6.93
Fonte Boa,90,BR,1574706364,91,-2.51,-66.09,83.37,4.09
Huarmey,0,PE,1574706616,48,-10.07,-78.15,79.07,12.88
Lewisville,75,US,1574706618,40,33.05,-96.99,70.0,11.41
Kandiari,4,PK,1574706619,36,26.92,68.52,74.89,7.96
Chukhloma,89,RU,1574706620,72,58.76,42.68,21.61,5.73
Colmar,100,FR,1574706621,93,48.08,7.36,48.0,1.12
Inuvik,90,CA,1574706622,92,68.36,-133.71,6.8,3.36
Egvekinot,95,RU,1574706624,96,66.32,-179.17,6.71,5.26
Mollendo,92,PE,1574706625,84,-17.03,-72.02,64.92,11.54
Broome,90,GB,1574706626,93,52.47,1.45,51.01,9.17
Teahupoo,20,PF,1574706627,74,-17.83,-149.27,84.2,12.75
Grand Gaube,40,MU,1574706628,83,-20.01,57.66,79.0,11.41
Rio Tuba,82,PH,1574706629,79,8.51,117.43,80.91,10.29
Imbituba,20,BR,1574706564,50,-28.24,-48.67,78.8,12.75
Andros Town,40,BS,1574706631,74,24.73,-77.79,78.8,10.29
Baker City,90,US,1574706632,86,44.77,-117.83,39.99,3.36
San Quintin,69,PH,1574706634,76,17.54,120.52,74.68,10.0
Iquitos,75,PE,1574706635,74,-3.75,-73.25,84.2,5.82
Cairns,75,AU,1574706415,78,-16.92,145.77,75.2,2.24
Tongzi,100,CN,1574706637,66,28.78,105.09,51.12,2.39
Mnogovershinnyy,97,RU,1574706638,88,53.94,139.92,4.15,22.93
Boma,17,GH,1574706640,59,7.08,-2.17,80.62,3.06
Liyang,79,CN,1574706641,81,31.42,119.48,44.01,4.47
